Name,Price,Brand,Category,username,Title,Time,Review,Wired,Gaming,Mechanical,Ergonomic,Membrane,Backlit
"







VicTsing Wireless Keyboard [Enlarged Indicator Light], 2.4GHz Computer Keyboard, Independent On/Off Switch, Num/Caps/Power Indicator, Black






",$22.99 ,,,Erik Diaz,"Sleek and full keyboard, nothing to dislike.","Reviewed in the United States on September 20, 2020","
  I work in IT and have had more keyboards than I can count and go through them rather quickly due to the hours of typing I do. This keyboard I have used only a couple of days and immediately I noticed an amazing ease with typing on it. I prefer very low profile keyboards and this is the lowest one I have ever had, it is almost completely flat to the service of my desktop and I absolutely love it. I can type fast without any lag and barely have to lift my fingers. On first charge, I only got about two days in before the battery ran out but I didn't rate the battery because I think it might be that I didn't charge it for the full three hours at the beginning as the instructions say. I will post the battery rating after I have given it more time. I just loved this keyboard so much that I had to give it a five star right away. If you like low profile this thing is the best! Very well made and study metal.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







VicTsing Wireless Keyboard [Enlarged Indicator Light], 2.4GHz Computer Keyboard, Independent On/Off Switch, Num/Caps/Power Indicator, Black






",$22.99 ,,,HASAN kamal,"Finally, a good Mac keyboard that is budget friendly and still quality!","Reviewed in the United States on September 9, 2020","
  I didn’t want to fork out the standard $150 for the magic keyboard, so I came to amazon looking for an alternative. This is absolutely a game changer! I’ve been without a keyboard for my MacBook Pro for too long, but now I’ve got one! It is so nice to have it back. The fact that it is both Windows and Mac compatible, at the press of a button, it awesome too. I can take it to work and use it at my desk where I have windows! And the buttons are mapped correctly for both operating systems too! It has a solid build and the buttons are the perfect weight. Somewhere between the old (good) Mac keyboard on the 2015 models and the one on the 2019 models. I absolutely love it!
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







VicTsing Wireless Keyboard [Enlarged Indicator Light], 2.4GHz Computer Keyboard, Independent On/Off Switch, Num/Caps/Power Indicator, Black






",$22.99 ,,,Robert Davis,Love this keyboard,"Reviewed in the United States on September 10, 2020","
  Nice solid keyboard, very nice feel and the illumination was my main reason for choosing this keyboard. No cords to mess with and was easy to pair to my PC. Battery life is excellent and with using it everyday for 7.5 hours, I generally get more than a week per charge. The indicator on the keyboard lets you know when the battery is low, but also in Windows 10, the Bluetooth and other device settings also display the battery charge left. It charges up fairly quickly when the time comes to do so. One interesting feature is the ability to pair this keyboard with 3 PCs and switch between them using 3 keys called Easy Switch. Using the software Logitech Options, allows you to configure all sorts of settings with the keyboard. There is even a Developer Mode you can switch on where you can map the keyboard to specific software functions (photo editing, games, audio tools, etc. ...).
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







VicTsing Wireless Keyboard [Enlarged Indicator Light], 2.4GHz Computer Keyboard, Independent On/Off Switch, Num/Caps/Power Indicator, Black






",$22.99 ,,,William Schultz,Serves the purpose,"Reviewed in the United States on September 8, 2020","
  I was looking for a cheap wireless keyboard for my work computer.  This one serves the purpose and works fine.  I had a few issues where it seemed to remember my keystrokes and then duplicate what I typed the first day, but the problem cleared up after that, so I think it may have had something to do with my computer rather than the keyboard.  Anyway, it's a wireless keyboard that works fine.  Nothing special.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







VicTsing Wireless Keyboard [Enlarged Indicator Light], 2.4GHz Computer Keyboard, Independent On/Off Switch, Num/Caps/Power Indicator, Black






",$22.99 ,,,Stephanie,Great keyboard for distance learning,"Reviewed in the United States on September 9, 2020","
  I bought this keyboard for my daughter who is currently doing 8th grade at-home, distance learning school due to COVID. She has an HP laptop and this wireless keyboard has been a tremendous help to her. It makes it much easier to get her school tasks done and she loves it. She also likes that it has the little stands to prop it up for better ergonomics. She makes sure to turn it off each day to save on battery consumption. She loves the 10-key option for math as well. So far so good. I'll try to update the review as time goes on and let you know about wear and tear.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard and Mouse Combo - Full Size Slim Thin Wireless Keyboard Mouse with Numeric Keypad with On/Off Switch on Both Keyboard and Mouse - White & Silver






",$35.98 ,,,Old- Salt,Works as advertized,"Reviewed in the United States on October 17, 2018","
  Key board and mouse arrived right on time. I had an easy time of getting them connected to my computer. They are working just fine. The price was great and so far the reliability has been good. I would recommend this product to others.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard and Mouse Combo - Full Size Slim Thin Wireless Keyboard Mouse with Numeric Keypad with On/Off Switch on Both Keyboard and Mouse - White & Silver






",$35.98 ,,,Kevin D.,Great wireless setup,"Reviewed in the United States on January 17, 2019","
  Nice and compact. I am very picky on the feel of a keyboard. I ordered this one for the good price, and was very surprised how great the feel was. The mouse and keyboard also look really cool too.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard and Mouse Combo - Full Size Slim Thin Wireless Keyboard Mouse with Numeric Keypad with On/Off Switch on Both Keyboard and Mouse - White & Silver






",$35.98 ,,,Ken L,Slim & Trim and Responsive,"Reviewed in the United States on December 7, 2018","
  Likes;Compact but keyboard is fully functional and responsive.Has all the bells and whistles needed for day to day use.Power shut off timer extends battery lie.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard and Mouse Combo - Full Size Slim Thin Wireless Keyboard Mouse with Numeric Keypad with On/Off Switch on Both Keyboard and Mouse - White & Silver






",$35.98 ,,,d foster,Nice keyboard and mouse.,"Reviewed in the United States on November 17, 2018","
  I love how thin and compact this keyboard. Battery life seems good too. That worried me when purchasing, but it seems good. Overall, good product!
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard and Mouse Combo - Full Size Slim Thin Wireless Keyboard Mouse with Numeric Keypad with On/Off Switch on Both Keyboard and Mouse - White & Silver






",$35.98 ,,,GSteeler,DO NOT BUY!  Both the keyboard and the mouse stopped working after 4 months!,"Reviewed in the United States on October 5, 2019","
  I loved this keyboard and mouse.  Unlike others, I was not having problems with the battery life.  In fact, I wasn't even having any problems with it...UNTIL TODAY!  All of a sudden, the mouse quit working and the keyboard quit working.  I replaced both with brand new batteries, turned it on and off, hit every key and button and it still would not work.  I know it's not the battery because both the mouse and the keyboard had a light showing that it is on.  I had so much work to do today and I wasted all this time trying to fix something that shouldn't have given me a problem. I am very disappointed with this product as I was hoping that it would last me more than 4 months.  It's over 30 days since I purchased it so I can't even return it.  I would NOT recommend this product.  Find something else that will last more than 4 months!
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard and Mouse Combo - Full Size Slim Thin Wireless Keyboard Mouse with Numeric Keypad with On/Off Switch on Both Keyboard and Mouse - White & Silver






",$35.98 ,,,aRMYvET294765693287,Turbo charging  a laser mouse!!!!,"Reviewed in the United States on November 11, 2019","
  I was Looking for a Light keyboard that I could turn off and it would be ready to use almost instantly when I turn it back on,  that's about 1.2 seconds.  I also wanted a mouse that didn't use mechanical contact the laser mouse uses reflected light.  I decided to use a mouse pad that would give me a flawless movement.  I cut a 12"" X 24""of 1/2"" aluminum covered insulation board.  the aluminum covering was dull and didn't splatter the laser lightthe mouse is about 4 times faster than any  Laser mouse I've had.  Mouse ""pad"" increases speed by a factor of 4.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard and Mouse Combo - Full Size Slim Thin Wireless Keyboard Mouse with Numeric Keypad with On/Off Switch on Both Keyboard and Mouse - White & Silver






",$35.98 ,,,PhotoKismet,Compact & Attractive - 5 Stars so far,"Reviewed in the United States on September 17, 2019","
  I've used the keyboard and mouse about 3 times since receiving it.  I love the fact that they are compact and, when not in use, I can store both items in a drawer leaving more desk space.  The keyboard cover has been a little hard to get used to and I just may only bring that out when the grandkids are at the computer but both items seem to be sturdy and working well.  And they look great on my white desk next to my silver laptop!
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard and Mouse Combo - Full Size Slim Thin Wireless Keyboard Mouse with Numeric Keypad with On/Off Switch on Both Keyboard and Mouse - White & Silver






",$35.98 ,,,World domination,Works great and good quality,"Reviewed in the United States on December 13, 2019","
  The keyboard and mouse are excellent quality.  The sleep mode for the mouse works as described.  Ordered this a month ago and put in batteries that needed charging and were not able to run my TV remote.  This keyboard has run for a month on almost dead rechargeable batteries.....and I type on this 8-10 hours a day.Some people have complained about noise.  What??  This keyboard is more quiet than any non-mechanical keyboard or laptop keyboard I've ever used.  There is not such thing as a completely silent keyboard.  If that is your expectation, then you don't have much experience using computers.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







FENIFOX Gaming Keyboard and Mouse, Wired Backlit Rainbow Ergonomic Mechanical Feeling Led Removable Hand Rest Metal Panel,for Windows PC Gamer PS4 Xbox one






",$43.99 ,FENIFOX,Gaming,Samantha,Worth your money,"Reviewed in the United States on August 21, 2020","
  This keyboard is amazing. I bought a lighted keyboard in the past and when it arrived it was a cheap piece and worthless. When I ordered this keyboard mouse combo I was presently surprised at how well this works. And looks great. With the raised keyboard definitely makes for easy cleaning! Highly recommend!
",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"







FENIFOX Gaming Keyboard and Mouse, Wired Backlit Rainbow Ergonomic Mechanical Feeling Led Removable Hand Rest Metal Panel,for Windows PC Gamer PS4 Xbox one






",$43.99 ,FENIFOX,Gaming,J. Brown,So far I like it,"Reviewed in the United States on September 20, 2020","I have a high end $$$ backlit gaming keyboard but it’s in a storage pod so until I can get down to my pod I wanted to get something similar at a much more reasonable price. I say this as I’m comparing this low end keyboard to a very high end one.

Honestly, after using this one for a few days it seems to fit the bill just fine. Old skool ‘responsive key feel’ that gamers appreciate; remember the standard white keyboards with the chunky keys from the 70’s-90’s? Yeah, that kind of tactile goodness—can’t beat it! I only wish it came in split keyboard form. Thus far the keys have been responsive and accurate. However, if this changes I will redo my review as this is the most important aspect of keyboard performance.

What I really like is the aluminum backer; I can sit wherever and have it in my lap or on other non-hard surfaces and there is ZERO flex, unlike plastic housed keyboards.

I’d prefer non-rainbow color options but I do appreciate that I can easily adjust the brightness or have the backlighting completely off (see the user manual photo’ if you didn’t get one.

The mouse seems fine as well; nothing compares to a high end weighted gaming mouse but this one is responsive enough for online MMO use (though probably not serious raiding) and certainly good enough for office work/browsing.

I purchased this set myself and have not been given any ‘incentive’ to write a positive review. I appreciate the time previous reviewers took to share their experiences with this product, which helped my decision to purchase this set.

I’ve posted a photo of the ‘user manual’ —a piece of paper that came with it in case anyone is missing it. Also the height of the keys, a couple of views of the open housing format, and the bottom surface of the mouse.",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"







FENIFOX Gaming Keyboard and Mouse, Wired Backlit Rainbow Ergonomic Mechanical Feeling Led Removable Hand Rest Metal Panel,for Windows PC Gamer PS4 Xbox one






",$43.99 ,FENIFOX,Gaming,,Perfect mouse for major gamers,"Reviewed in the United States on September 13, 2020","
  I bought this for my 17 year old when his gaming mouse started flaking out. He's a major gamer and was mega upset when his mouse would no longer do what he needed it to do. I started researching mouses and saw that the combo packs weren't that much more expensive, so I figured I'd surprise him with a new gaming keyboard too. He was absolutely over the moon when it arrived. The keyboard has a stylish industrial look to it. The entire top panel is metal. Once I saw it, I was worried that it would be uncomfortable when using it for long periods of time, but he said that isn't the case. It's ergonomic design and elevated legs on the top of the keyboard make it very comfortable to use. The hand-rest on the left side of the keyboard is helpful and very convenient. It also has a phone holder on the top left hand side, but he hasn't used that yet. The keys are floating and there are colors underneath. The lights look so cool and it's nice that you can turn them on/off and adjust the brightness. The keys are very responsive, which makes typing very smooth. My son is super impressed with the mouse. It's tons better than the one he had. Just like the keyboard the design is ergonomic. It's larger and fits his hand perfectly, so it no longer hurts after prolonged usage, like it did with his other mouse. Just like the keyboard, it has colors that you can change. The lights aren't necessary, but they look super cool. The thing that makes this mouse so great for gaming is that it has 4 different Dpi levels. For the optimal gaming experience, being able to adjust the Dpi level makes a huge difference. It affects the sensitivity and responsiveness of the mouse. It also allows you to adjust the pointer speed, which is essential in gaming. This mouse is responsive and works nicely with games that need the fast response times. The click rate is good and being able to customize the keys is helpful. The feature that is superior to his other mouse is the back and go ahead button on left thumb. It's very useful and he said it's great for his gaming. Overall, he's extremely pleased with this combo and would recommend it to all of his gaming friends.
",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"







FENIFOX Gaming Keyboard and Mouse, Wired Backlit Rainbow Ergonomic Mechanical Feeling Led Removable Hand Rest Metal Panel,for Windows PC Gamer PS4 Xbox one






",$43.99 ,FENIFOX,Gaming,Antonio Golden,epic keyboard. So much more quietter than my last mech/gaming keyboard.,"Reviewed in the United States on September 25, 2020","
  This steel, industrial inspired keyboard is like every competitive  gamers dream. The keyboard is definitely mechanical and has an immaculate response time im talking like .02 millisecond (my best estimate) response time with every button. The buttons are also really quiet which isn't always the case with mech keyboards so you can tell the manufacturer put a lot of time and detail into eliminating that annoying typewriter sound most other keyboards have. The design has an extra wrist rest slope attachment but you really won't need it because the design itself is pretty ergonomically designed. When you prop the feet up on the keyboard thd metal design has a curve in it thats also helps to allow your wrist to naturally fall into a straight line which is helpful for workers cause the straighter the wrist less likely to develop carpel tunnel at an early age so all of that has been thought of and addressed in the design alone. The colors and rgb lights a nice medium bright so at night its not polluting your gaming space with extra blinding rainbow puke lighting but its more subtle in my opinion definitely giving it that appeal to night owl gamers and workers/gamers that want a moderately well litndustrial design. The extra phone holder slot is an added bonus until I need my wireless charger then it becomes useless lol.
",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"







Wireless Keyboard, J JOYACCESS 2.4G Slim and Compact Wireless Keyboard for Computer,Laptop,Windows,PC,Desktop,Smart TV-Black and Grey






",$29.89 ,J JOYACCESS,,Barry J.,REALLY close to the ideal keyboard for a 'text' computer user like me.,"Reviewed in the United States on June 7, 2019","I recently bought a series of different wireless keyboards because the one that I had before, one that I liked a lot, went crump and I needed a replacement. Six or so keyboards down the research path, I think I've found one that I can live with VERY easily. All of the keyboards leading up to this one were semi-OK, but ultimately unsatisfactory in some disqualifying way.

I wanted wireless (Bluetooth or dedicated USB thingie) because my desktop is a busy place and the cord from a much earlier corded, USB full width keyboard was pretty much always in the way. I didn't think I cared about replaceable vs not batteries, but the unit that crumped had an embedded rechargeable Li-Ion battery that was rechargeable via a mini-USB jack. It was THAT non-replaceable battery that was unable to charge that caused the keyboard to become unusable.

I determined VERY early on that I wanted rectangular keytops because my finger-to-key aim was better than with round keys of really close to the same size. I thought I wanted Bluetooth, but after experiencing what I call 'resync delay' on several of the candidates, I determined that I probably wanted a more basic unit, maybe a more-or-less dedicated Win (PC) unit. I wanted low-travel keys because the keyboard that went kaput had them and not only did they feel much better, but I typed with fewer errors and I think a bit faster as well. I wanted those low-travel keys to be pretty quiet too; as close to noiseless as can be reasonably expected.

Several of the keyboards I tried and rejected were of the 'Bluetooth for Win, IOS, or Android' flavor and I ultimately realized that not only did I not care one way or another for that flexibility, but that it also introduced the previously-mentioned Bluetooth 'resync delay'. I wanted a less-wide keyboard, preferably without the numpad and those other keys that are customarily between it and the 'proper' letter keys. I wanted frequently-used text-editing keys to be single function keys, not invoked by having to ALSO press the Fn key or whatever other 'shift' mechanism was employed. I wanted an additional column of my most-frequently-used editing keys just to the right of the letter keys and return. I was willing to overlook an 'also' numpad if that additional column had End, Home, PgUp, PgDn, and Del, assuming that BkSp was not too far away. I wanted the F keys on the topmost row to do what they usually do, without having to use Fn or some other 'shift-like' key.

So, you may ask, how does this latest unit measure up. First, it's too wide (14.5 inches overall L- R) since it has the numpad, but because it has the extra column of my favorite editing keys, I already been able to erase from my mind that the keyboard is wider than it needs to be by a full 3 inches. The keys are rectangular, low travel, and delightfully quiet. It uses a dedicated USB dongle-ish receiver that needs no configuration, pairing, or other involvement by me. The driver auto-installed as soon as I plugged it in. As far as I'm able to determine, it is an exclusively Windows keyboard, and I'm using it with W7 Pro on a homebrew mITX system. Right now, drawing near to the end of it's first full day of use by me, I have only one suggestion for change - make this same keyboard without that (to me) unnecessary numpad.

Until that suggested unit appears, I'll be happily typing on what is probably the best keyboard I've ever used. I'm REALLY happy with this unit; happy enough that I don't regret the time or expense associated with finding it. As Edith Ann used to say ""And that's the truth""",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard, J JOYACCESS 2.4G Slim and Compact Wireless Keyboard for Computer,Laptop,Windows,PC,Desktop,Smart TV-Black and Grey






",$29.89 ,J JOYACCESS,,Oliver,A compact ergonomic keyboard perfectly working with win10. Love it!,"Reviewed in the United States on April 11, 2019","
  The keyboard looks cool. Works great with my laptop with win10. I use it for controlling my music composing software. The key stroke feels good to me. Ergonomic design.  The body is pretty solid and durable. I really like it!
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard, J JOYACCESS 2.4G Slim and Compact Wireless Keyboard for Computer,Laptop,Windows,PC,Desktop,Smart TV-Black and Grey






",$29.89 ,J JOYACCESS,,Jenteal Engberg,Great product,"Reviewed in the United States on April 28, 2019","
  This wireless keyboard is extremely light and easy to use. Definitely worth the purchase. Looks great with my setup.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard, J JOYACCESS 2.4G Slim and Compact Wireless Keyboard for Computer,Laptop,Windows,PC,Desktop,Smart TV-Black and Grey






",$29.89 ,J JOYACCESS,,Anchor,Updatd after using a few weeks,"Reviewed in the United States on March 19, 2019","
  Update..After using this keyboard for a few weeks. I kept noticing the keys were sluggish. I'd hit a letter or number and it would never come up. and then you could hit it once and get 4-5 letters.I've only been using this a few days but it's working fine. It's smaller then my normal keyboard and takes some getting use to. Other then that it works good so far.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard, J JOYACCESS 2.4G Slim and Compact Wireless Keyboard for Computer,Laptop,Windows,PC,Desktop,Smart TV-Black and Grey






",$29.89 ,J JOYACCESS,,Daduce,Gr8 buy,"Reviewed in the United States on May 3, 2019","
  Had not thought much about this, but after reading about it's key features; low profile keystroke, quiet, high response and compact design,, well,, it IS all of that PLUS it arrived spot on schedule and packaged very well. They advertise a 1 Year Trouble Free Warranty ~ I'm hoping the unit serves us well beyond the warranty period and we'll not have to test if that's 5-Star as well. So far it's a 5-Star item folks.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard, J JOYACCESS 2.4G Slim and Compact Wireless Keyboard for Computer,Laptop,Windows,PC,Desktop,Smart TV-Black and Grey






",$29.89 ,J JOYACCESS,,jddt,Easy setup,"Reviewed in the United States on March 23, 2019","
  Works great I use it to connect 3 monitors, wireless keyboard. Mouse and laptop
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard, J JOYACCESS 2.4G Slim and Compact Wireless Keyboard for Computer,Laptop,Windows,PC,Desktop,Smart TV-Black and Grey






",$29.89 ,J JOYACCESS,,Sarge,"Nice design, small desktop footprint, works great","Reviewed in the United States on June 24, 2019","
  Very sleek and functional design, easy to type on and use, yet doesn’t take up lots of desk space. Good solid connection to the computer, no lags or drops while I’m typing.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard, J JOYACCESS 2.4G Slim and Compact Wireless Keyboard for Computer,Laptop,Windows,PC,Desktop,Smart TV-Black and Grey






",$29.89 ,J JOYACCESS,,Louise,Great keyboard,"Reviewed in the United States on June 19, 2019","
  Nice slim size, small rubber footings that grip surface so it doesn't slide around; performs perfectly.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







FIODIO Membrane Gaming Keyboard, USB Wired Keyboard with Rainbow Backlit, 104 Comfortable Quiet Silent Keys, 26 Anti-Ghosting Keys, Spill Resistant, Multimedia Control for PC and Desktop Computer






",$25.64 ,FIODIO,Gaming,Q,Nice Keyboard for the price,"Reviewed in the United States on September 11, 2020","
  I like the keyboard. Keys are a little stiff but it serves it purpose. I use it for work.Needed something to light up because the corner I’m in is a little dark so the light on this board help. Not what I was expecting but you get what you pay for.
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"







FIODIO Membrane Gaming Keyboard, USB Wired Keyboard with Rainbow Backlit, 104 Comfortable Quiet Silent Keys, 26 Anti-Ghosting Keys, Spill Resistant, Multimedia Control for PC and Desktop Computer






",$25.64 ,FIODIO,Gaming,Phylicia Dublin,I’m no gamer but I like the keyboard,"Reviewed in the United States on August 13, 2020","
  I love the feel of the keyboard - the keys press very easily and the added light is a plus if I’m working early morning or late night.
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"







FIODIO Membrane Gaming Keyboard, USB Wired Keyboard with Rainbow Backlit, 104 Comfortable Quiet Silent Keys, 26 Anti-Ghosting Keys, Spill Resistant, Multimedia Control for PC and Desktop Computer






",$25.64 ,FIODIO,Gaming,,"Silent, easy to press keys, cool lights, improved game play over a generic keyboard","Reviewed in the United States on September 4, 2020","
   The gaming keyboard has wide raised lighted keys which my child loves. The keys do not make a lot of noise like his old generic keyboard made when he was using it. Having a kid who is prone to spill, a spill resistant keyboard is a must-have quality. My son is an avid entry level gamer and tried out the keyboard playing Fall Guys and PUBG and told me the responsiveness was excellent, and he did not have to worry about ghosting. My son was playing a video game, and his AWSD movement stopped working, and we did have to pull out the USB cord and re-plug it in to get the functionality to start working again.
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"







FIODIO Membrane Gaming Keyboard, USB Wired Keyboard with Rainbow Backlit, 104 Comfortable Quiet Silent Keys, 26 Anti-Ghosting Keys, Spill Resistant, Multimedia Control for PC and Desktop Computer






",$25.64 ,FIODIO,Gaming,Madame Rue,Good value for the price,"Reviewed in the United States on September 5, 2020","
  My last keyboard had a lot more features and programmable things, but this one is a great price. I like the membrane keyboard because the stroke is reduced by about 85% which enables hitting the keys faster and reduces finger fatigue.  I didn't really need all the fancy programmable stuff in my last keyboard, so I'd say this one has everything I need at a price I really like.
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"







FIODIO Membrane Gaming Keyboard, USB Wired Keyboard with Rainbow Backlit, 104 Comfortable Quiet Silent Keys, 26 Anti-Ghosting Keys, Spill Resistant, Multimedia Control for PC and Desktop Computer






",$25.64 ,FIODIO,Gaming,ashley,BEST Gaming Keyboard!!!,"Reviewed in the United States on September 3, 2020","
  I bought this FIODIO Membrane Gaming Keyboard for my 14 year old son. He LOVES it!!! The brightness of the keyboard is so bright, and he loves the colors! The keyboard has done really good when he is gaming online. The only thing I wish was different is I wish you could change the colors on the keyboard. I would recommend this!
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"







FIODIO Membrane Gaming Keyboard, USB Wired Keyboard with Rainbow Backlit, 104 Comfortable Quiet Silent Keys, 26 Anti-Ghosting Keys, Spill Resistant, Multimedia Control for PC and Desktop Computer






",$25.64 ,FIODIO,Gaming,Mike,Backlight color not configurable,"Reviewed in the United States on September 23, 2020","
  I bought this model F-8294 fiodio keyboard believing that I could change the backlight color to solid red. As far as I can tell the rainbow backlight color is not configurable. But that aside it's a decent keyboard for the price. I prefer to use it for typing work because it's much quieter than my mechanical gaming keyboards. It's also thin and stands no more than 1 inch off my desk. By fiddling with the FN key, [brightness] key, and Page Up/Down keys, I can turn the backlight on/off, change the brightness, and enable/disable the ""breathing"" effect. Mine has a 9-second cycle. I'll probably keep the backlight off though, because OMFG I HATE blue LEDs.
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"







FIODIO Membrane Gaming Keyboard, USB Wired Keyboard with Rainbow Backlit, 104 Comfortable Quiet Silent Keys, 26 Anti-Ghosting Keys, Spill Resistant, Multimedia Control for PC and Desktop Computer






",$25.64 ,FIODIO,Gaming,Angie,online gaming essential,"Reviewed in the United States on August 17, 2020","
  The colors and really cool. My son is a gamer and loves this! Perfect for online gamers and teen
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"







FIODIO Membrane Gaming Keyboard, USB Wired Keyboard with Rainbow Backlit, 104 Comfortable Quiet Silent Keys, 26 Anti-Ghosting Keys, Spill Resistant, Multimedia Control for PC and Desktop Computer






",$25.64 ,FIODIO,Gaming,Jesse H.,Great! But just not for me :),"Reviewed in the United States on September 9, 2020","
  I was trying to find a keyboard quiet enough to fit my sensory needs. Although this one was quieter than the majority, it’s was just wasn’t quiet enough (I’m sure most people would find it quiet). I loved the RGB aspect and it’s a great product, just not for me :)
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"







PICTEK Metal Gaming Keyboard, LED Wired Rainbow Keyboard, USB Backlit Membrane Keyboard with Wrist Rest, 19 Anti-ghosting Keys, 12 Multimedia Shortcuts, Spill-Resistant for Windows PC Gamer-Black






",$20.99 ,PICTEK,Gaming,Deborah B,Quiet Keyboard...my son loves it.,"Reviewed in the United States on June 5, 2020","
  I purchased this keyboard for my 12 year old son because he was tired of the clicking sound of his gaming keyboard. I loved how quiet it was and although his gaming keyboard had lights it was just a solid red light so he that the color lights was real cool and a click of a button to turn off it need be. He also like the arm rest and said the keyboard keys moves quicker...assuming you gamers know what that means. Overall happy kid and for a great price.
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"







PICTEK Metal Gaming Keyboard, LED Wired Rainbow Keyboard, USB Backlit Membrane Keyboard with Wrist Rest, 19 Anti-ghosting Keys, 12 Multimedia Shortcuts, Spill-Resistant for Windows PC Gamer-Black






",$20.99 ,PICTEK,Gaming,Ross Robinson,"Feels good, decently quiet.","Reviewed in the United States on September 11, 2020","
  Keys feel great for being a membrane keyboard. Main reason to use membrane over mechanical is obviously the reduced sound from keystrokes, and it is decently quiet though the space-bar makes a high pitch snap sound--which is ok.
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"







PICTEK Metal Gaming Keyboard, LED Wired Rainbow Keyboard, USB Backlit Membrane Keyboard with Wrist Rest, 19 Anti-ghosting Keys, 12 Multimedia Shortcuts, Spill-Resistant for Windows PC Gamer-Black






",$20.99 ,PICTEK,Gaming,janet mills,great keyboard,"Reviewed in the United States on May 12, 2020","
  Price is great. Keyboard is great. colors are great.  what's not to love?  i bought one, and like it so much i have bought two more.  Better than other backlit keyboards i have had in the past--i can easily see everything on the keyboard in a dark room.  i purchased the first one to replace an expensive ""gaming keyboard"" that cost several times as much and the PICTEK is still going strong. the expensive keyboard that it replaced had flimsy keys and was quite a disappointment. if/when we need another keyboard, i will not hesitate to buy this again. thanx for a great product!
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"







PICTEK Metal Gaming Keyboard, LED Wired Rainbow Keyboard, USB Backlit Membrane Keyboard with Wrist Rest, 19 Anti-ghosting Keys, 12 Multimedia Shortcuts, Spill-Resistant for Windows PC Gamer-Black






",$20.99 ,PICTEK,Gaming,eron williamson,How can I change the colors / Customer Support,"Reviewed in the United States on April 5, 2020","Updated after contacting customer support and using it a little more. This keyboard does not support making all keys the same color but the feel of the keys is excellent.

Pictek shipped me a new keyboard that does allow making all keys a unified color and I am using that now. Pictek customer support is responsive and helpful. Overall, a 5 star experience for me.

I’m trying to change the colors because I don’t like the rainbow setting. I see the description now includes instructions to turn in and off “breathing mode,” but can I make all the keys the same color?

Updated after contacting customer support and using it a little more. This keyboard does not support making all keys the same color but the feel of the keys is excellent.

Pictek shipped me a new keyboard that does allow making all keys a unified color and I am using that now. Pictek customer support is responsive and helpful. Overall, a 5 start experience for me",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
